date,time,price,drink_name
2024-03-24,17:49,3.87,Dr Pepper
2024-03-25,07:13,3.87,Dr Pepper
2024-03-25,07:37,3.5,Coke
2024-03-25,10:35,3.87,Dr Pepper
2024-03-25,12:30,3.87,Dr Pepper
2024-03-25,13:07,3.38,Coke
2024-03-25,17:09,3.87,Sprite
2024-03-26,08:25,3.87,A&W Root Beer
2024-03-26,10:22,3.87,Dr Pepper
2024-03-26,10:48,3.87,Dr Pepper
2024-03-26,12:29,2.89,Mt Dew
2024-03-26,14:18,2.89,Pepsi
2024-03-26,14:26,2.89,Mt Dew
2024-03-26,14:52,2.89,Mt Dew
2024-03-26,15:02,2.89,Pepsi
2024-03-26,15:04,3.87,Dr Pepper
2024-03-26,15:19,3.87,Dr Pepper
2024-03-26,15:34,3.87,Fanta
2024-03-27,07:07,2.89,Mt Dew
2024-03-27,07:08,3.38,Coke
2024-03-27,07:47,3.38,Coke
2024-03-27,08:02,3.87,Fanta
2024-03-27,10:05,3.87,Sprite
2024-03-27,10:20,2.89,Pepsi
2024-03-27,11:06,2.89,Mt Dew
2024-03-27,11:53,4.0,Dr Pepper
2024-03-28,11:17,2.89,Mt Dew
2024-03-28,14:07,2.89,Mt Dew
2024-03-28,15:30,2.89,Pepsi
2024-03-28,16:44,3.87,Dr Pepper
2024-03-29,09:51,3.87,Dr Pepper
2024-03-29,10:40,3.87,Sprite
2024-03-29,14:16,3.87,Sprite
2024-03-29,16:12,4.0,Sprite
2024-03-30,06:28,3.87,Dr Pepper
2024-03-30,06:42,4.0,Sprite
2024-03-30,07:39,3.87,Dr Pepper
2024-03-30,09:10,3.87,Dr Pepper
2024-03-30,11:41,3.38,Coke
2024-03-31,14:22,3.87,Sprite
2024-03-31,16:54,3.0,Pepsi
2024-04-01,08:17,2.89,Pepsi
2024-04-01,11:44,3.38,Coke
2024-04-01,12:01,3.38,Coke
2024-04-01,12:35,3.38,Coke
2024-04-01,13:02,4.0,Sprite
2024-04-01,14:04,3.38,Coke
2024-04-01,14:18,3.87,Fanta
2024-04-02,06:16,3.87,Dr Pepper
2024-04-02,09:36,2.89,Pepsi
2024-04-02,11:14,2.89,Mt Dew
2024-04-02,12:26,4.0,Sprite
2024-04-03,06:46,2.89,Mt Dew
2024-04-03,13:02,2.89,Pepsi
2024-04-03,13:24,3.87,Sprite
2024-04-03,17:20,3.0,Mt Dew
2024-04-04,07:15,3.87,Dr Pepper
2024-04-04,11:14,3.87,Dr Pepper
2024-04-04,13:56,3.87,Sprite
2024-04-04,14:43,2.89,Mt Dew
2024-04-04,15:21,4.0,Dr Pepper
2024-04-05,06:51,2.89,Pepsi
2024-04-05,08:08,2.89,Pepsi
2024-04-05,08:22,2.89,Mt Dew
2024-04-05,08:46,3.38,Coke
2024-04-05,09:03,3.87,Dr Pepper
2024-04-05,09:14,2.89,Mt Dew
2024-04-05,12:54,4.0,Dr Pepper
2024-04-05,13:32,4.0,Sprite
2024-04-05,14:34,3.0,Pepsi
2024-04-05,16:38,4.0,A&W Root Beer
2024-04-05,16:44,2.4,Ginger Ale
2024-04-06,06:40,3.38,Coke
2024-04-06,14:06,3.87,Sprite
2024-04-06,14:15,2.89,Pepsi
2024-04-06,16:37,3.87,Dr Pepper
2024-04-07,06:10,3.87,Dr Pepper
2024-04-07,09:47,3.87,Sprite
2024-04-07,10:56,3.87,Sprite
2024-04-07,15:19,2.89,Mt Dew
2024-04-07,15:25,2.4,Ginger Ale
2024-04-07,16:02,3.87,Fanta
2024-04-07,16:49,3.38,Coke
2024-04-08,07:00,3.38,Coke
2024-04-08,07:33,3.87,Sprite
2024-04-08,08:18,2.89,Pepsi
2024-04-08,08:37,3.87,Sprite
2024-04-08,10:38,2.5,Ginger Ale
2024-04-08,11:50,3.5,Coke
2024-04-08,12:59,3.87,Dr Pepper
2024-04-08,13:09,2.89,Pepsi
2024-04-08,15:45,3.38,Coke
2024-04-08,17:02,3.87,Sprite
2024-04-09,08:19,4.0,Sprite
2024-04-09,09:47,3.0,Pepsi
2024-04-09,10:41,3.87,Dr Pepper
2024-04-09,11:47,3.87,Fanta
2024-04-09,15:43,3.87,Fanta
2024-04-10,06:31,2.5,Ginger Ale
2024-04-10,08:12,4.0,Fanta
2024-04-10,12:02,2.4,Ginger Ale
2024-04-10,14:02,3.87,Sprite
2024-04-10,14:08,3.87,Dr Pepper
2024-04-11,10:07,2.89,Pepsi
2024-04-11,11:02,2.89,Pepsi
2024-04-11,12:36,3.87,Dr Pepper
2024-04-11,13:28,3.87,Sprite
2024-04-11,15:52,3.38,Coke
2024-04-12,08:55,3.87,Fanta
2024-04-12,09:56,2.89,Mt Dew
2024-04-13,07:08,3.87,Dr Pepper
2024-04-13,08:08,2.89,Pepsi
2024-04-13,09:45,4.0,Fanta
2024-04-13,10:57,4.0,Fanta
2024-04-13,12:28,3.87,Sprite
2024-04-13,12:49,3.87,Dr Pepper
2024-04-13,16:19,3.87,Sprite
2024-04-13,16:35,3.87,Sprite
2024-04-14,07:20,4.0,Dr Pepper
2024-04-14,09:12,3.87,Sprite
2024-04-14,09:17,3.0,Mt Dew
2024-04-14,09:28,3.0,Mt Dew
2024-04-14,09:37,3.5,Coke
2024-04-14,10:17,2.89,Mt Dew
2024-04-14,11:15,2.89,Pepsi
2024-04-14,12:11,2.89,Pepsi
2024-04-14,12:43,2.89,Pepsi
2024-04-14,13:47,3.87,Sprite
2024-04-14,14:11,2.89,Mt Dew
2024-04-14,15:37,3.87,Dr Pepper
2024-04-14,16:36,3.87,Sprite
2024-04-15,08:20,2.89,Pepsi
2024-04-15,09:00,2.89,Pepsi
2024-04-15,10:45,3.38,Coke
2024-04-15,15:11,3.38,Coke
2024-04-15,15:41,2.5,Ginger Ale
2024-04-16,08:48,3.5,Coke
2024-04-16,10:48,3.38,Coke
2024-04-16,11:31,3.87,A&W Root Beer
2024-04-16,11:50,2.89,Mt Dew
2024-04-16,12:27,2.89,Pepsi
2024-04-16,13:11,3.38,Coke
2024-04-16,16:43,3.87,Sprite
2024-04-16,17:23,3.87,A&W Root Beer
2024-04-17,06:13,2.89,Pepsi
2024-04-17,09:08,2.4,Ginger Ale
2024-04-17,11:28,4.0,Sprite
2024-04-17,11:40,3.87,Sprite
2024-04-17,13:34,3.87,Sprite
2024-04-17,17:25,2.89,Mt Dew
2024-04-18,09:53,2.89,Pepsi
2024-04-18,09:56,2.89,Pepsi
2024-04-18,10:58,3.38,Coke
2024-04-18,11:23,2.89,Mt Dew
2024-04-18,11:24,3.87,Sprite
2024-04-18,11:46,3.87,Dr Pepper
2024-04-18,12:11,3.87,Dr Pepper
2024-04-18,12:56,3.87,Sprite
2024-04-18,13:17,3.87,Fanta
2024-04-18,14:09,3.87,Fanta
2024-04-19,07:06,3.87,Dr Pepper
2024-04-19,09:01,3.38,Coke
2024-04-19,11:27,3.87,Sprite
2024-04-19,11:39,3.87,Fanta
2024-04-19,15:35,3.87,Sprite
2024-04-19,15:57,3.87,A&W Root Beer
2024-04-19,16:24,3.38,Coke
2024-04-20,06:14,3.5,Coke
2024-04-20,06:33,3.38,Coke
2024-04-20,06:56,3.38,Coke
2024-04-20,09:01,2.89,Pepsi
2024-04-20,09:19,3.38,Coke
2024-04-20,09:36,3.87,Fanta
2024-04-20,11:02,3.87,Sprite
2024-04-20,11:03,3.38,Coke
2024-04-20,11:17,3.282,Coke
2024-04-20,11:45,3.282,Coke
2024-04-20,12:55,3.9,A&W Root Beer
2024-04-20,13:12,3.772,Sprite
2024-04-20,14:44,3.772,Sprite
2024-04-20,17:45,3.772,Dr Pepper
2024-04-21,12:29,3.772,Dr Pepper
2024-04-21,13:46,2.792,Pepsi
2024-04-21,14:22,3.9,Sprite
2024-04-22,06:08,2.792,Pepsi
2024-04-22,07:02,3.282,Coke
2024-04-22,09:20,3.9,Dr Pepper
2024-04-22,13:57,3.772,Dr Pepper
2024-04-22,17:57,3.9,Sprite
2024-04-23,06:49,3.772,Sprite
2024-04-23,10:55,3.282,Coke
2024-04-23,14:23,3.772,Sprite
2024-04-23,15:09,3.282,Coke
2024-04-23,15:48,3.282,Coke
2024-04-24,06:17,3.772,Dr Pepper
2024-04-24,06:20,3.282,Coke
2024-04-24,06:34,3.282,Coke
2024-04-24,07:10,3.282,Coke
2024-04-24,07:20,3.282,Coke
2024-04-24,10:24,3.282,Coke
2024-04-24,11:06,3.282,Coke
2024-04-24,15:17,3.772,Sprite
2024-04-25,06:20,2.792,Pepsi
2024-04-25,06:26,3.772,Dr Pepper
2024-04-25,13:31,2.792,Pepsi
2024-04-25,16:20,2.792,Pepsi
2024-04-26,07:39,3.772,Dr Pepper
2024-04-26,07:46,3.772,Dr Pepper
2024-04-26,08:28,3.772,Sprite
2024-04-26,10:42,2.792,Pepsi
2024-04-26,11:04,2.792,Pepsi
2024-04-26,11:26,2.792,Mt Dew
2024-04-26,12:04,2.792,Pepsi
2024-04-26,15:13,3.772,Fanta
2024-04-26,16:42,3.772,A&W Root Beer
2024-04-27,17:54,3.772,Sprite
2024-04-28,09:07,3.772,Dr Pepper
2024-04-28,13:35,3.772,Sprite
2024-04-28,13:45,2.792,Pepsi
2024-04-28,15:13,2.792,Pepsi
2024-04-28,16:04,3.772,Dr Pepper
2024-04-29,07:47,2.792,Mt Dew
2024-04-29,08:32,2.792,Pepsi
2024-04-29,08:58,2.792,Mt Dew
2024-04-29,09:47,2.792,Mt Dew
2024-04-29,11:35,3.282,Coke
2024-04-29,12:21,3.772,Sprite
2024-04-29,16:55,3.772,Sprite
2024-04-29,17:14,3.772,Sprite
2024-04-30,09:40,3.772,Dr Pepper
2024-04-30,10:02,3.282,Coke
2024-04-30,13:16,3.282,Coke
2024-04-30,14:18,2.792,Pepsi
2024-04-30,14:19,3.282,Coke
2024-04-30,14:59,3.772,Sprite
2024-04-30,16:36,3.282,Coke
2024-04-30,17:02,3.772,Dr Pepper
2024-05-02,07:09,2.792,Pepsi
2024-05-02,07:22,3.9,Dr Pepper
2024-05-02,07:39,3.282,Coke
2024-05-02,09:55,3.772,Sprite
2024-05-02,13:49,3.282,Coke
2024-05-02,16:23,3.772,Dr Pepper
2024-05-02,17:43,3.772,Sprite
2024-05-03,06:40,3.9,Dr Pepper
2024-05-03,07:09,3.772,Dr Pepper
2024-05-03,10:22,3.772,Dr Pepper
2024-05-06,06:06,2.792,Pepsi
2024-05-06,06:20,3.772,Sprite
2024-05-06,06:45,3.282,Coke
2024-05-06,07:54,2.792,Pepsi
2024-05-06,08:30,2.792,Mt Dew
2024-05-06,09:33,2.9,Pepsi
2024-05-06,12:22,2.792,Mt Dew
2024-05-06,13:10,2.792,Pepsi
2024-05-06,14:33,3.772,Sprite
2024-05-06,16:02,3.772,Sprite
2024-05-07,09:50,3.772,A&W Root Beer
2024-05-07,10:23,2.792,Mt Dew
2024-05-07,11:14,2.792,Mt Dew
2024-05-07,12:36,3.772,A&W Root Beer
2024-05-07,13:18,2.792,Pepsi
2024-05-07,13:50,3.772,Sprite
2024-05-07,14:32,3.772,Dr Pepper
2024-05-07,14:51,3.4,Coke
2024-05-07,15:59,3.772,Sprite
2024-05-07,17:53,3.772,Sprite
2024-05-08,09:09,3.772,Dr Pepper
2024-05-09,06:33,3.772,Sprite
2024-05-09,06:47,2.792,Pepsi
2024-05-09,07:07,3.772,Dr Pepper
2024-05-09,09:14,3.772,Dr Pepper
2024-05-09,15:08,3.772,Dr Pepper
2024-05-09,16:02,2.792,Pepsi
2024-05-09,16:21,2.792,Pepsi
2024-05-09,17:38,2.792,Pepsi
2024-05-09,17:54,3.282,Coke
2024-05-10,08:41,3.9,Dr Pepper
2024-05-10,11:29,3.772,Dr Pepper
2024-05-10,11:41,3.772,Dr Pepper
2024-05-10,15:09,3.4,Coke
2024-05-11,08:13,3.772,Dr Pepper
2024-05-11,09:45,3.9,Dr Pepper
2024-05-11,09:47,3.282,Coke
2024-05-11,10:21,3.772,A&W Root Beer
2024-05-11,10:50,3.772,Sprite
2024-05-11,11:47,3.282,Coke
2024-05-11,12:05,3.772,Sprite
2024-05-11,15:27,3.772,Dr Pepper
2024-05-12,08:44,3.772,Dr Pepper
2024-05-12,11:22,3.772,Dr Pepper
2024-05-12,12:17,2.792,Pepsi
2024-05-12,13:57,3.772,Dr Pepper
2024-05-12,14:14,3.282,Coke
2024-05-12,14:49,3.282,Coke
2024-05-12,17:12,3.282,Coke
2024-05-12,17:45,3.282,Coke
2024-05-13,06:21,3.282,Coke
2024-05-13,08:06,2.9,Pepsi
2024-05-13,17:34,2.9,Pepsi
2024-05-14,07:23,2.792,Pepsi
2024-05-14,07:24,2.792,Pepsi
2024-05-14,08:41,2.792,Pepsi
2024-05-14,08:49,3.772,Sprite
2024-05-14,09:19,3.772,Dr Pepper
2024-05-14,10:01,3.772,Sprite
2024-05-14,12:26,3.772,Sprite
2024-05-14,13:12,3.282,Coke
2024-05-14,14:51,2.792,Pepsi
2024-05-14,16:23,3.282,Coke
2024-05-14,17:01,3.772,Sprite
2024-05-14,17:59,3.772,Fanta
2024-05-15,06:15,3.772,Dr Pepper
2024-05-15,07:28,2.302,Ginger Ale
2024-05-15,08:34,2.792,Pepsi
2024-05-15,10:13,2.792,Pepsi
2024-05-15,11:32,2.792,Pepsi
2024-05-15,11:58,2.792,Pepsi
2024-05-15,14:17,3.282,Coke
2024-05-15,15:27,2.9,Pepsi
2024-05-15,15:43,2.792,Mt Dew
2024-05-15,16:26,2.792,Mt Dew
2024-05-15,16:35,2.302,Ginger Ale
2024-05-15,17:57,3.772,Sprite
2024-05-16,07:43,3.282,Coke
2024-05-16,09:34,3.282,Coke
2024-05-16,10:10,3.9,Dr Pepper
2024-05-16,10:40,3.9,Sprite
2024-05-16,11:45,3.282,Coke
2024-05-16,11:54,3.772,Fanta
2024-05-16,14:47,3.772,Dr Pepper
2024-05-16,15:39,3.772,Fanta
2024-05-16,16:14,3.772,Dr Pepper
2024-05-17,08:06,2.792,Pepsi
2024-05-17,08:48,3.282,Coke
2024-05-17,12:08,3.4,Coke
2024-05-17,12:12,3.282,Coke
2024-05-17,13:11,3.772,Sprite
2024-05-17,15:10,3.772,Sprite
2024-05-17,15:18,2.792,Pepsi
2024-05-17,15:25,3.772,Dr Pepper
2024-05-17,16:06,3.772,Dr Pepper
2024-05-18,07:09,3.772,Sprite
2024-05-18,08:31,3.772,Sprite
2024-05-18,10:42,3.282,Coke
2024-05-18,10:45,3.282,Coke
2024-05-18,11:22,3.282,Coke
2024-05-18,14:07,3.282,Coke
2024-05-18,17:10,3.772,Dr Pepper
2024-05-18,17:34,3.9,Sprite
2024-05-19,06:11,2.792,Pepsi
2024-05-19,06:14,2.792,Pepsi
2024-05-19,07:10,3.772,Sprite
2024-05-19,07:51,2.4,Ginger Ale
2024-05-19,09:24,3.282,Coke
2024-05-19,09:41,2.792,Pepsi
2024-05-19,10:33,3.282,Coke
2024-05-19,11:05,3.282,Coke
2024-05-19,11:06,2.302,Ginger Ale
2024-05-19,11:45,3.772,Fanta
2024-05-19,13:56,3.772,Sprite
2024-05-19,15:21,3.772,Sprite
2024-05-19,16:57,3.772,Sprite
2024-05-20,06:59,3.282,Coke
2024-05-20,07:14,3.772,Dr Pepper
2024-05-20,08:07,3.772,Dr Pepper
2024-05-20,08:24,2.792,Pepsi
2024-05-20,08:57,2.792,Pepsi
2024-05-20,09:20,2.792,Pepsi
2024-05-20,09:51,2.792,Pepsi
2024-05-20,10:41,3.282,Coke
2024-05-20,11:08,3.772,Sprite
2024-05-20,12:26,2.9,Pepsi
2024-05-20,12:36,3.772,Dr Pepper
2024-05-20,13:03,3.772,Dr Pepper
2024-05-20,13:25,3.282,Coke
2024-05-20,14:26,3.772,A&W Root Beer
2024-05-20,14:41,2.792,Mt Dew
2024-05-20,15:13,3.282,Coke
2024-05-20,16:25,3.282,Coke
2024-05-21,06:46,3.772,Dr Pepper
2024-05-21,09:12,2.9,Pepsi
2024-05-21,13:08,3.4,Coke
2024-05-21,13:14,3.9,A&W Root Beer
2024-05-21,13:17,3.9,Dr Pepper
2024-05-21,13:41,3.772,Dr Pepper
2024-05-21,15:22,2.302,Ginger Ale
2024-05-21,16:17,3.772,Sprite
2024-05-21,17:10,3.772,Sprite
2024-05-22,06:52,3.772,Sprite
2024-05-22,08:18,3.282,Coke
2024-05-22,08:50,2.792,Mt Dew
2024-05-22,09:16,3.282,Coke
2024-05-22,10:14,2.792,Pepsi
2024-05-22,10:43,2.792,Pepsi
2024-05-22,13:10,3.282,Coke
2024-05-22,13:42,3.772,Sprite
2024-05-22,16:18,3.772,Sprite
2024-05-22,16:25,3.772,Fanta
2024-05-22,17:11,3.772,Sprite
2024-05-23,06:21,3.772,Sprite
2024-05-23,06:40,2.302,Ginger Ale
2024-05-23,07:36,3.772,Sprite
2024-05-23,08:08,3.772,Sprite
2024-05-23,09:07,3.772,Sprite
2024-05-23,09:22,3.772,Dr Pepper
2024-05-23,09:34,3.772,Sprite
2024-05-23,09:57,3.772,Dr Pepper
2024-05-23,11:47,2.792,Mt Dew
2024-05-23,15:25,3.772,Sprite
2024-05-23,15:27,3.772,Sprite
2024-05-23,15:33,3.772,Sprite
2024-05-23,16:04,3.772,Sprite
2024-05-23,17:11,3.772,Dr Pepper
2024-05-23,17:22,3.282,Coke
2024-05-23,17:25,3.9,Fanta
2024-05-24,06:38,2.792,Mt Dew
2024-05-24,07:52,2.792,Pepsi
2024-05-24,07:53,2.792,Pepsi
2024-05-24,09:27,3.772,Fanta
2024-05-24,09:50,2.792,Mt Dew
2024-05-24,15:24,2.792,Mt Dew
2024-05-24,16:21,3.282,Coke
2024-05-25,07:12,2.9,Pepsi
2024-05-25,07:40,3.772,Dr Pepper
2024-05-25,08:16,2.9,Pepsi
2024-05-25,08:52,3.282,Coke
2024-05-25,13:43,3.282,Coke
2024-05-25,15:02,3.282,Coke
2024-05-25,16:10,3.282,Coke
2024-05-25,17:53,2.792,Pepsi
2024-05-26,06:36,3.772,Dr Pepper
2024-05-26,06:37,3.282,Coke
2024-05-26,08:37,2.792,Mt Dew
2024-05-26,10:19,3.282,Coke
2024-05-26,10:21,3.772,Sprite
2024-05-26,10:27,3.772,Fanta
2024-05-26,12:08,3.772,Fanta
2024-05-26,12:42,2.792,Pepsi
2024-05-26,14:05,3.772,Dr Pepper
2024-05-26,14:11,3.772,Fanta
2024-05-26,14:12,3.772,Sprite
2024-05-26,14:19,2.792,Mt Dew
2024-05-26,15:28,3.772,Sprite
2024-05-26,16:47,3.772,Dr Pepper
2024-05-26,17:26,3.772,Sprite
2024-05-27,06:39,2.792,Pepsi
2024-05-27,08:05,3.282,Coke
2024-05-27,08:19,3.772,A&W Root Beer
2024-05-27,09:06,2.792,Pepsi
2024-05-27,09:38,2.792,Pepsi
2024-05-27,09:48,3.772,Dr Pepper
2024-05-27,10:26,2.792,Pepsi
2024-05-27,12:28,3.772,Dr Pepper
2024-05-27,13:31,3.772,Dr Pepper
2024-05-27,13:59,3.282,Coke
2024-05-27,17:19,3.772,Sprite
2024-05-28,07:16,3.282,Coke
2024-05-28,08:41,3.282,Coke
2024-05-28,08:57,3.772,Sprite
2024-05-28,09:10,3.772,Sprite
2024-05-28,09:53,3.772,A&W Root Beer
2024-05-28,11:02,2.792,Mt Dew
2024-05-28,12:17,3.9,Sprite
2024-05-28,12:29,2.792,Pepsi
2024-05-28,13:09,3.772,Dr Pepper
2024-05-28,17:11,3.282,Coke
2024-05-28,17:52,2.792,Pepsi
2024-05-29,06:07,3.772,Dr Pepper
2024-05-29,07:16,3.9,Dr Pepper
2024-05-29,07:53,3.772,Fanta
2024-05-29,09:50,2.792,Pepsi
2024-05-29,10:52,3.772,Dr Pepper
2024-05-29,12:30,3.772,Sprite
2024-05-29,13:13,3.772,Dr Pepper
2024-05-29,14:09,2.792,Mt Dew
2024-05-29,15:35,3.772,Dr Pepper
2024-05-29,16:54,3.772,Fanta
2024-05-29,17:58,3.772,A&W Root Beer
2024-05-30,06:50,3.772,Sprite
2024-05-30,07:02,3.772,Dr Pepper
2024-05-30,08:15,3.282,Coke
2024-05-30,10:27,3.772,Dr Pepper
2024-05-30,11:48,3.282,Coke
2024-05-30,13:13,2.302,Ginger Ale
2024-05-30,13:55,2.302,Ginger Ale
2024-05-30,14:28,3.772,Sprite
2024-05-30,15:21,3.772,Dr Pepper
2024-05-30,15:33,3.772,Fanta
2024-05-30,16:23,3.282,Coke
2024-05-31,06:00,3.282,Coke
2024-05-31,07:15,3.772,Dr Pepper
2024-05-31,10:17,3.9,Dr Pepper
2024-05-31,11:52,3.772,Fanta
2024-05-31,13:02,3.772,A&W Root Beer
2024-05-31,13:37,3.282,Coke
2024-05-31,14:14,3.772,Dr Pepper
2024-05-31,14:33,3.772,Dr Pepper
2024-05-31,15:19,3.772,Sprite
